Sample,Time_s,SetPoint_V,ActualValue_V,Error_V,ErrorInt_V,ErrorDif_V,OutputVoltage_V,Kp,Ki,Kd
1,0.0003986,2.5,3.78543499511242,-1.28543499511242,-0.000512374389051809,0,1.28029325513197,0.996,0,0
2,0.3450051,2.5,3.12805474095797,-0.628054740957967,-0.216944120478983,-0.381525162267367,0.625542521994135,0.996,0,0
3,0.6663411,2.5,3.39540566959922,-0.895405669599218,-0.504670196725318,-0.160923939230156,0.891824046920821,0.996,0,0
4,0.9456405,2.5,3.30645161290323,-0.806451612903226,-0.729911648338221,-0.2118133275201,0.803225806451613,0.996,0,0
5,1.2362511,2.5,3.34799608993157,-0.847996089931573,-0.976348300830889,-0.134264107451775,0.844604105571847,0.996,0,0
6,1.6557522,2.5,3.29081133919844,-0.790811339198435,-1.30809452751711,-0.101672697417592,0.787648093841641,0.996,0,0
7,1.8333514,2.5,3.34506353861193,-0.845063538611926,-1.45817713592375,-0.131031034163553,0.841683284457478,0.996,0,0
8,2.0118109,2.5,3.32746823069404,-0.827468230694036,-1.6058467026393,-0.12403860291928,0.82415835777126,0.996,0,0
9,2.2078988,2.5,3.3514173998045,-0.851417399804496,-1.77279935259042,-0.0658830036123955,0.848011730205278,0.996,0,0
10,2.3795767,2.5,3.33284457478006,-0.832844574780059,-1.91578036021505,-0.0818372828659074,0.829513196480939,0.996,0,0
11,2.6538328,2.5,3.3475073313783,-0.847507331378298,-2.14821441564027,-0.03028983118936,0.844117302052785,0.996,0,0
12,2.9807259,2.5,3.28787878787879,-0.787878787878788,-2.40576655503421,-0.056811983725639,0.784727272727272,0.996,0,0
13,3.3285868,2.5,3.3010752688172,-0.801075268817204,-2.68442931901271,-0.035122832701507,0.797870967741935,0.996,0,0
14,3.6212138,2.5,3.31720430107527,-0.817204301075269,-2.92356536202346,-0.0223782552657944,0.813935483870968,0.996,0,0
15,3.8247743,2.5,3.31329423264907,-0.813294232649072,-3.08911994266862,-0.0295774428151368,0.810041055718475,0.996,0,0
16,4.2079656,2.5,3.30547409579668,-0.805474095796676,-3.39777060855327,-0.0166513869417577,0.802252199413489,0.996,0,0
17,4.5545485,2.5,3.3147605083089,-0.814760508308896,-3.68015266832844,-0.00936933352675076,0.81150146627566,0.996,0,0
18,4.8192416,2.5,3.30938416422287,-0.809384164222874,-3.89439107184751,-0.0138767102165455,0.806146627565983,0.996,0,0
19,5.1081461,2.5,3.35532746823069,-0.855327468230693,-4.14149902639296,0.0216341567734274,0.851906158357771,0.996,0,0
20,5.4094693,2.5,3.25464320625611,-0.75464320625611,-4.36889053216031,-0.0502340616271094,0.751624633431085,0.996,0,0
21,5.7844202,2.5,3.31915933528837,-0.819159335288367,-4.67603506217009,0.00211727788270217,0.815882697947214,0.996,0,0
