Sample,Time_s,SetPoint_V,ActualValue_V,Error_V,ErrorInt_V,ErrorDif_V,OutputVoltage_V,Kp,Ki,Kd
26,10.0560411,3.05,3.08699902248289,-0.0369990224828936,-4.2,-0.0342130987292277,1.71411221896383,0.4,0.398,0.81
27,10.416778,3.05,3.04203323558162,0.00796676441837718,-4.19203323558162,-0.0449657869012707,1.70166480938416,0.4,0.398,0.81
28,10.7732732,3.05,3.08602150537634,-0.0360215053763442,-4.22805474095797,0.0439882697947214,1.66154389051808,0.4,0.398,0.81
29,11.1451849,3.05,3.0791788856305,-0.0291788856304986,-4.25723362658847,-0.00684261974584555,1.71159305962854,0.4,0.398,0.81
30,11.483576,3.05,2.9941348973607,0.055865102639296,-4.20136852394917,-0.0850439882697946,1.71868426197459,0.4,0.398,0.81
31,12.0544192,3.05,3.10215053763441,-0.0521505376344087,-4.25351906158358,0.108015640273705,1.62626813294233,0.4,0.398,0.81
32,12.4586787,3.05,3.06793743890518,-0.0179374389051805,-4.27145650048876,-0.0342130987292282,1.73492727272727,0.4,0.398,0.81
33,12.8046412,3.05,3.0830889540567,-0.0330889540566961,-4.30454545454545,0.0151515151515156,1.71417194525904,0.4,0.398,0.81
34,13.1862723,3.05,3.06647116324536,-0.0164711632453565,-4.32101661779081,-0.0166177908113396,1.73981348973607,0.4,0.398,0.81
35,13.5486974,3.05,3.0366568914956,0.0133431085043991,-4.30767350928641,-0.0298142717497556,1.73326637341153,0.4,0.398,0.81
36,14.0637946,3.05,3.02883675464321,0.0211632453567936,-4.28651026392962,-0.00782013685239447,1.70390009775171,0.4,0.398,0.81
37,14.4527744,3.05,3.07233626588465,-0.0223362658846527,-4.30884652981427,0.0434995112414462,1.68862082111437,0.4,0.398,0.81
38,14.8332206,3.05,3.05718475073314,-0.00718475073313796,-4.31603128054741,-0.0151515151515147,1.73292707722385,0.4,0.398,0.81
39,15.2014362,3.05,3.02101661779081,0.0289833822091885,-4.28704789833822,-0.0361681329423265,1.72394789833822,0.4,0.398,0.81
40,15.5772451,3.05,3.07820136852395,-0.0282013685239493,-4.31524926686217,0.0571847507331378,1.68243010752688,0.4,0.398,0.81
41,16.0929914,3.05,3.09726295210166,-0.0472629521016619,-4.36251221896383,0.0190615835777126,1.73974516129032,0.4,0.398,0.81
42,16.4689741,3.05,3.03176930596285,0.0182306940371455,-4.34428152492669,-0.0654936461388074,1.7747816226784,0.4,0.398,0.81
43,16.7806264,3.05,3.05865102639296,-0.008651026392962,-4.35293255131965,0.0268817204301075,1.71415337243402,0.4,0.398,0.81
44,17.0903802,3.05,3.05425219941349,-0.00425219941349031,-4.35718475073314,-0.00439882697947169,1.73942346041056,0.4,0.398,0.81
45,17.4228839,3.05,3.06549364613881,-0.0154936461388075,-4.37267839687195,0.0112414467253172,1.73741788856305,0.4,0.398,0.81
46,17.9079533,3.05,3.09188660801564,-0.0418866080156404,-4.41456500488759,0.0263929618768328,1.75237321603128,0.4,0.398,0.81
47,18.2607741,3.05,3.12561094819159,-0.0756109481915939,-4.49017595307918,0.0337243401759535,1.79001769305963,0.4,0.398,0.81
48,18.6254402,3.05,3.06353861192571,-0.0135386119257088,-4.50371456500489,-0.062072336265885,1.8481724340176,0.4,0.398,0.81
49,18.9828548,3.05,3.01368523949169,0.0363147605083087,-4.46739980449658,-0.0498533724340176,1.80388044965787,0.4,0.398,0.81
50,19.3205087,3.05,3.12707722385142,-0.077077223851417,-4.544477028348,0.113391984359726,1.74768523949169,0.4,0.398,0.81
51,19.9391555,3.05,3.05327468230694,-0.0032746823069405,-4.54775171065494,-0.0738025415444765,1.87109511241447,0.4,0.398,0.81
52,20.3107705,3.05,3.0307917888563,0.0192082111436949,-4.52854349951124,-0.0224828934506354,1.81288817204301,0.4,0.398,0.81
53,20.6751478,3.05,3.06989247311828,-0.0198924731182792,-4.54843597262952,0.0391006842619741,1.78656295210166,0.4,0.398,0.81
54,21.0516392,3.05,3.05474095796676,-0.00474095796676455,-4.55317693059629,-0.0151515151515147,1.82633352883675,0.4,0.398,0.81
55,21.3631181,3.05,3.02737047898338,0.0226295210166176,-4.53054740957967,-0.0273704789833822,1.8162761485826,0.4,0.398,0.81
56,21.8649246,3.05,3.0733137829912,-0.0233137829912025,-4.55386119257087,0.0459433040078201,1.78454819159335,0.4,0.398,0.81
57,22.216503,3.05,3.09286412512219,-0.0428641251221897,-4.59672531769306,0.0195503421309873,1.83080654936461,0.4,0.398,0.81
58,22.5847526,3.05,3.06647116324536,-0.0164711632453569,-4.61319648093842,-0.0263929618768328,1.86401896383187,0.4,0.398,0.81
59,22.9496415,3.05,3.05180840664712,-0.00180840664711646,-4.61500488758553,-0.0146627565982405,1.84937214076246,0.4,0.398,0.81
60,23.3304138,3.05,3.02297165200391,0.0270283479960893,-4.58797653958944,-0.0288367546432058,1.83856109481916,0.4,0.398,0.81
61,23.8547934,3.05,3.02003910068426,0.0299608993157374,-4.55801564027371,-0.00293255131964809,1.80448123167156,0.4,0.398,0.81
62,24.2497663,3.05,3.06549364613881,-0.0154936461388071,-4.57350928641251,0.0454545454545445,1.78963597262952,0.4,0.398,0.81
63,24.6202504,3.05,3.0405669599218,0.00943304007820123,-4.56407624633431,-0.0249266862170083,1.83291974584555,0.4,0.398,0.81
64,24.9529666,3.05,3.08651026392962,-0.0365102639296184,-4.60058651026393,0.0459433040078197,1.80842346041056,0.4,0.398,0.81
65,25.3055177,3.05,3.06011730205279,-0.010117302052786,-4.61070381231672,-0.0263929618768324,1.8604853372434,0.4,0.398,0.81
66,25.828253,3.05,3.00342130987292,0.0465786901270775,-4.56412512218964,-0.0566959921798635,1.84381407624634,0.4,0.398,0.81
67,26.1993713,3.05,3.05669599217986,-0.00669599217986327,-4.5708211143695,0.0532746823069408,1.77871270772239,0.4,0.398,0.81
68,26.6065264,3.05,3.01661779081134,0.0333822091886606,-4.53743890518084,-0.0400782013685239,1.82501114369502,0.4,0.398,0.81
69,26.9523756,3.05,3.00244379276637,0.0475562072336264,-4.48988269794722,-0.0141739980449658,1.77943176930596,0.4,0.398,0.81
70,27.3089863,3.05,3.06207233626588,-0.0120723362658843,-4.5019550342131,0.0596285434995107,1.74830791788856,0.4,0.398,0.81
71,27.8070766,3.05,3.07282502443793,-0.0228250244379282,-4.52478005865103,0.0107526881720439,1.80128279569893,0.4,0.398,0.81
72,28.1583655,3.05,3.05718475073314,-0.00718475073313796,-4.53196480938417,-0.0156402737047903,1.81926451612903,0.4,0.398,0.81
73,28.5317956,3.05,3.12952101661779,-0.0795210166177913,-4.61148582600196,0.0723362658846534,1.80858739002933,0.4,0.398,0.81
74,28.9030307,3.05,3.06353861192571,-0.0135386119257088,-4.62502443792767,-0.0659824046920825,1.89962091886608,0.4,0.398,0.81
75,29.2525956,3.05,3.03128054740958,0.0187194525904206,-4.60630498533725,-0.0322580645161294,1.85195063538612,0.4,0.398,0.81
76,29.7855579,3.05,3.05376344086022,-0.00376344086021518,-4.61006842619746,0.0224828934506358,1.81810146627566,0.4,0.398,0.81
77,30.1583792,3.05,3.08406647116324,-0.034066471163245,-4.64413489736071,0.0303030303030298,1.8374468230694,0.4,0.398,0.81
78,30.4990327,3.05,3.05865102639296,-0.00865102639296156,-4.65278592375367,-0.0254154447702835,1.87585571847507,0.4,0.398,0.81
79,30.8544328,3.05,3.01075268817204,0.0392473118279568,-4.61353861192571,-0.0478983382209184,1.85928709677419,0.4,0.398,0.81
80,31.2105902,3.05,3.06402737047898,-0.0140273704789835,-4.62756598240469,0.0532746823069403,1.80422971652004,0.4,0.398,0.81
81,31.7442286,3.05,3.0733137829912,-0.0233137829912025,-4.6508797653959,0.00928641251221896,1.85285366568915,0.4,0.398,0.81
82,32.1120543,3.05,3.04007820136852,0.00992179863147591,-4.64095796676442,-0.0332355816226784,1.87005337243402,0.4,0.398,0.81
83,32.4281028,3.05,3.07233626588465,-0.0223362658846531,-4.66329423264907,0.032258064516129,1.83879657869013,0.4,0.398,0.81
84,32.7666684,3.05,3.05327468230694,-0.00327468230694006,-4.66656891495601,-0.019061583577713,1.87404418377322,0.4,0.398,0.81
85,33.0854176,3.05,3.12414467253177,-0.0741446725317698,-4.74071358748778,0.0708699902248298,1.85905718475073,0.4,0.398,0.81
86,33.6632252,3.05,3.0772238514174,-0.0272238514173999,-4.76793743890518,-0.0469208211143699,1.94653450635386,0.4,0.398,0.81
87,34.0186978,3.05,3.0425219941349,0.0074780058651025,-4.76045943304008,-0.0347018572825024,1.91978015640274,0.4,0.398,0.81
88,34.3712749,3.05,3.07966764418377,-0.0296676441837733,-4.79012707722385,0.0371456500488758,1.88824965786901,0.4,0.398,0.81
89,34.7095206,3.05,3.05913978494624,-0.00913978494623668,-4.79926686217009,-0.0205278592375366,1.93039169110459,0.4,0.398,0.81
90,35.0565024,3.05,3.04985337243402,0.000146627565982271,-4.79912023460411,-0.00928641251221896,1.91751319648094,0.4,0.398,0.81
91,35.6037151,3.05,3.05718475073314,-0.00718475073313796,-4.80630498533725,0.00733137829912023,1.90984486803519,0.4,0.398,0.81
92,36.00241,3.05,3.09384164222874,-0.0438416422287391,-4.85014662756598,0.0366568914956011,1.91820293255132,0.4,0.398,0.81
93,36.3799966,3.05,3.08797653958944,-0.0379765395894434,-4.88812316715543,-0.00586510263929574,1.96541436950147,0.4,0.398,0.81
94,36.7508312,3.05,3.04936461388074,0.000635386119256953,-4.88748778103617,-0.0386119257087003,1.97624164222874,0.4,0.398,0.81
95,37.1590593,3.05,2.98680351906158,0.0631964809384158,-4.82429130009776,-0.0625610948191588,1.94546383186706,0.4,0.398,0.81
96,37.7112912,3.05,3.02150537634409,0.0284946236559138,-4.79579667644184,0.034701857282502,1.86922072336266,0.4,0.398,0.81
97,38.0395233,3.05,3.03763440860215,0.0123655913978493,-4.78343108504399,0.0161290322580645,1.88579481915934,0.4,0.398,0.81
98,38.3989789,3.05,3.0405669599218,0.00943304007820123,-4.77399804496579,0.00293255131964809,1.89390263929619,0.4,0.398,0.81
99,38.7669328,3.05,3.03372434017595,0.0162756598240468,-4.75772238514174,-0.00684261974584555,1.89260576735093,0.4,0.398,0.81
100,39.1131042,3.05,3.04985337243402,0.000146627565981827,-4.75757575757576,0.0161290322580649,1.88039198435973,0.4,0.398,0.81
101,39.650729,3.05,3.03714565004888,0.0128543499511244,-4.74472140762464,-0.0127077223851426,1.89355063538612,0.4,0.398,0.81
102,39.9799246,3.05,3.03958944281525,0.0104105571847501,-4.73431085043989,0.0024437927663743,1.87811202346041,0.4,0.398,0.81
103,40.3698978,3.05,4.02834799608993,-0.978347996089933,-5.71265884652982,0.988758553274683,1.86408299120235,0.4,0.398,0.81
104,40.7075583,3.05,4.60117302052786,-1.55117302052786,-7.26383186705768,0.572825024437926,3.04748602150538,0.4,0.398,0.81
105,41.0599738,3.05,4.58797653958944,-1.53797653958944,-8.80180840664712,-0.013196480938416,4.12899951124145,0.4,0.398,0.81
106,41.5902219,3.05,4.52834799608993,-1.47834799608993,-10.2801564027371,-0.0596285434995112,4.73114056695992,0.4,0.398,0.81
107,41.934293,3.05,4.5386119257087,-1.4886119257087,-11.7687683284458,0.0102639296187679,5,0.4,0.398,0.81
108,42.2801994,3.05,4.54301075268817,-1.49301075268817,-13.2617790811339,0.00439882697947258,5,0.4,0.398,0.81
109,42.6210671,3.05,4.5425219941349,-1.4925219941349,-14.7543010752688,-0.000488758553275126,5,0.4,0.398,0.81
110,42.9594085,3.05,4.54007820136852,-1.49007820136852,-16.2443792766373,-0.00244379276637385,5,0.4,0.398,0.81
111,43.4509964,3.05,4.71945259042033,-1.66945259042033,-17.9138318670577,0.17937438905181,5,0.4,0.398,0.81
112,43.8096987,3.05,4.70869990224829,-1.65869990224829,-19.572531769306,-0.010752688172043,5,0.4,0.398,0.81
113,44.1664455,3.05,4.64711632453568,-1.59711632453568,-21.1696480938416,-0.0615835777126108,5,0.4,0.398,0.81
114,44.5309429,3.05,4.65004887585533,-1.60004887585533,-22.769696969697,0.00293255131964898,5,0.4,0.398,0.81
115,44.8630682,3.05,4.64711632453568,-1.59711632453568,-24.3668132942327,-0.00293255131964898,5,0.4,0.398,0.81
116,45.419987,3.05,4.60606060606061,-1.55606060606061,-25.9228739002933,-0.0410557184750733,5,0.4,0.398,0.81
117,45.7723078,3.05,4.58699902248289,-1.53699902248289,-27.4598729227761,-0.0190615835777121,5,0.4,0.398,0.81
118,46.1646213,3.05,4.59579667644184,-1.54579667644184,-29.005669599218,0.00879765395894427,5,0.4,0.398,0.81
119,46.5720451,3.05,4.58846529814272,-1.53846529814272,-30.5441348973607,-0.00733137829912067,5,0.4,0.398,0.81
120,46.9050836,3.05,4.61143695014663,-1.56143695014663,-32.1055718475073,0.0229716520039105,5,0.4,0.398,0.81
121,47.4196383,3.05,4.6080156402737,-1.5580156402737,-33.663587487781,-0.00342130987292322,5,0.4,0.398,0.81
122,47.7736091,3.05,4.59579667644184,-1.54579667644184,-35.2093841642229,-0.0122189638318675,5,0.4,0.398,0.81
123,48.1141459,3.05,4.58797653958944,-1.53797653958944,-36.7473607038123,-0.00782013685239402,5,0.4,0.398,0.81
124,48.4771328,3.05,4.58357771260997,-1.53357771260997,-38.2809384164223,-0.00439882697947258,5,0.4,0.398,0.81
125,48.8290854,3.05,4.58602150537634,-1.53602150537634,-39.8169599217986,0.00244379276637385,5,0.4,0.398,0.81
126,49.3486877,3.05,4.58504398826979,-1.53504398826979,-41.3520039100684,-0.000977517106549364,5,0.4,0.398,0.81
127,49.7144565,3.05,4.60019550342131,-1.55019550342131,-42.9021994134897,0.0151515151515147,5,0.4,0.398,0.81
128,50.086413,3.05,4.6158357771261,-1.5658357771261,-44.4680351906158,0.0156402737047898,5,0.4,0.398,0.81
129,50.4910178,3.05,4.61876832844575,-1.56876832844575,-46.0368035190616,0.00293255131964809,5,0.4,0.398,0.81
130,50.8729721,3.05,4.62023460410557,-1.57023460410557,-47.6070381231672,0.00146627565982449,5,0.4,0.398,0.81
131,51.4596194,3.05,4.62805474095797,-1.57805474095797,-49.1850928641251,0.00782013685239402,5,0.4,0.398,0.81
132,51.8413785,3.05,4.62316715542522,-1.57316715542522,-50,-0.00488758553274682,5,0.4,0.398,0.81
133,52.1938349,3.05,4.61436950146628,-1.56436950146628,-50,-0.00879765395894339,5,0.4,0.398,0.81
134,52.5519882,3.05,4.62609970674487,-1.57609970674487,-50,0.0117302052785924,5,0.4,0.398,0.81
135,52.8914042,3.05,4.62805474095797,-1.57805474095797,-50,0.00195503421309784,5,0.4,0.398,0.81
136,53.4350214,3.05,4.63147605083089,-1.58147605083089,-50,0.00342130987292322,5,0.4,0.398,0.81
137,53.7865499,3.05,4.62805474095797,-1.57805474095797,-50,-0.00342130987292322,5,0.4,0.398,0.81
138,54.1558108,3.05,4.63000977517106,-1.58000977517106,-50,0.00195503421309873,5,0.4,0.398,0.81
139,54.5157709,3.05,4.63196480938416,-1.58196480938416,-50,0.00195503421309873,5,0.4,0.398,0.81
140,54.8516136,3.05,4.63294232649071,-1.58294232649071,-50,0.000977517106549364,5,0.4,0.398,0.81
141,55.4213966,3.05,4.63294232649071,-1.58294232649071,-50,0,5,0.4,0.398,0.81
142,55.7588068,3.05,4.63196480938416,-1.58196480938416,-50,-0.000977517106549364,5,0.4,0.398,0.81
143,56.0929163,3.05,4.63098729227761,-1.58098729227761,-50,-0.000977517106549364,5,0.4,0.398,0.81
144,56.4462407,3.05,4.63000977517106,-1.58000977517106,-50,-0.000977517106549364,5,0.4,0.398,0.81
145,56.8178767,3.05,4.63000977517106,-1.58000977517106,-50,0,5,0.4,0.398,0.81
146,57.3115953,3.05,4.63147605083089,-1.58147605083089,-50,0.0014662756598236,5,0.4,0.398,0.81
147,57.6374589,3.05,4.60703812316716,-1.55703812316716,-50,-0.0244379276637323,5,0.4,0.398,0.81
148,57.9668526,3.05,4.61045943304008,-1.56045943304008,-50,0.00342130987292144,5,0.4,0.398,0.81
149,58.3233561,3.05,4.6197458455523,-1.5697458455523,-50,0.0092864125122194,5,0.4,0.398,0.81
150,58.6548586,3.05,4.62267839687194,-1.57267839687194,-50,0.0029325513196472,5,0.4,0.398,0.81
151,59.1675953,3.05,4.61290322580645,-1.56290322580645,-50,-0.00977517106549275,5,0.4,0.398,0.81
152,59.4961304,3.05,4.60703812316715,-1.55703812316716,-50,-0.00586510263929618,5,0.4,0.398,0.81
153,59.8501564,3.05,4.63391984359726,-1.58391984359726,-50,0.0268817204301079,5,0.4,0.398,0.81
154,60.1901392,3.05,4.66324535679374,-1.61324535679374,-50,0.02932551319648,5,0.4,0.398,0.81
155,60.5526431,3.05,4.68084066471163,-1.63084066471163,-50,0.0175953079178894,5,0.4,0.398,0.81
156,61.0382711,3.05,4.61730205278592,-1.56730205278592,-50,-0.0635386119257086,5,0.4,0.398,0.81
157,61.376351,3.05,4.66520039100684,-1.61520039100684,-50,0.0478983382209188,5,0.4,0.398,0.81
158,61.7252366,3.05,4.73460410557185,-1.68460410557185,-50,0.0694037145650048,5,0.4,0.398,0.81
159,62.0877549,3.05,4.65200391006842,-1.60200391006842,-50,-0.0826001955034226,5,0.4,0.398,0.81
160,62.4264514,3.05,4.77321603128055,-1.72321603128055,-50,0.121212121212123,5,0.4,0.398,0.81
161,62.9467755,3.05,4.78494623655914,-1.73494623655914,-50,0.0117302052785933,5,0.4,0.398,0.81
162,63.3127431,3.05,4.74242424242424,-1.69242424242424,-50,-0.0425219941348978,5,0.4,0.398,0.81
163,63.6684304,3.05,4.72140762463343,-1.67140762463343,-50,-0.0210166177908127,5,0.4,0.398,0.81
164,64.0483914,3.05,4.67204301075269,-1.62204301075269,-50,-0.0493646138807424,5,0.4,0.398,0.81
165,64.4158657,3.05,4.73851417399805,-1.68851417399805,-50,0.0664711632453576,5,0.4,0.398,0.81
166,64.9406056,3.05,4.73509286412512,-1.68509286412512,-50,-0.00342130987292322,5,0.4,0.398,0.81
167,65.3440958,3.05,4.76392961876833,-1.71392961876833,-50,0.0288367546432058,5,0.4,0.398,0.81
168,65.674712,3.05,4.74193548387097,-1.69193548387097,-50,-0.0219941348973602,5,0.4,0.398,0.81
169,66.0316978,3.05,4.73264907135875,-1.68264907135875,-50,-0.0092864125122194,5,0.4,0.398,0.81
170,66.3932529,3.05,4.6989247311828,-1.6489247311828,-50,-0.0337243401759535,5,0.4,0.398,0.81
171,66.9178163,3.05,4.66324535679374,-1.61324535679374,-50,-0.0356793743890522,5,0.4,0.398,0.81
172,67.2758536,3.05,4.62561094819159,-1.57561094819159,-50,-0.0376344086021501,5,0.4,0.398,0.81
173,67.6551474,3.05,4.5464320625611,-1.4964320625611,-50,-0.0791788856304976,5,0.4,0.398,0.81
174,68.0136879,3.05,4.52394916911046,-1.47394916911046,-50,-0.0224828934506354,5,0.4,0.398,0.81
175,68.3691973,3.05,4.52150537634409,-1.47150537634409,-50,-0.00244379276637385,5,0.4,0.398,0.81
176,68.9639639,3.05,4.52346041055718,-1.47346041055718,-50,0.00195503421309784,5,0.4,0.398,0.81
177,69.3237408,3.05,4.52883675464321,-1.47883675464321,-50,0.00537634408602194,5,0.4,0.398,0.81
178,69.6873376,3.05,4.52590420332356,-1.47590420332356,-50,-0.00293255131964809,5,0.4,0.398,0.81
179,70.0372684,3.05,4.53323558162268,-1.48323558162268,-50,0.00733137829912067,5,0.4,0.398,0.81
180,70.3795797,3.05,4.59579667644184,-1.54579667644184,-50,0.0625610948191593,5,0.4,0.398,0.81
181,70.8827011,3.05,4.62414467253177,-1.57414467253177,-50,0.0283479960899315,5,0.4,0.398,0.81
182,71.2581461,3.05,4.61632453567937,-1.56632453567937,-50,-0.0078201368523958,5,0.4,0.398,0.81
183,71.6164627,3.05,4.62218963831867,-1.57218963831867,-50,0.00586510263929618,5,0.4,0.398,0.81
184,71.9769139,3.05,4.62658846529814,-1.57658846529814,-50,0.00439882697947169,5,0.4,0.398,0.81
185,72.3794969,3.05,4.64907135874878,-1.59907135874878,-50,0.0224828934506363,5,0.4,0.398,0.81
186,72.897763,3.05,4.65786901270772,-1.60786901270772,-50,0.00879765395894427,5,0.4,0.398,0.81
187,73.2621542,3.05,4.66226783968719,-1.61226783968719,-50,0.00439882697947258,5,0.4,0.398,0.81
188,73.591668,3.05,4.66129032258065,-1.61129032258065,-50,-0.000977517106549364,5,0.4,0.398,0.81
189,73.9270958,3.05,4.66177908113392,-1.61177908113392,-50,0.000488758553275126,5,0.4,0.398,0.81
190,74.280157,3.05,4.65982404692082,-1.60982404692082,-50,-0.0019550342131005,5,0.4,0.398,0.81
191,74.8114078,3.05,4.67399804496579,-1.62399804496579,-50,0.0141739980449671,5,0.4,0.398,0.81
192,75.1707148,3.05,4.67546432062561,-1.62546432062561,-50,0.00146627565982449,5,0.4,0.398,0.81
193,75.5438287,3.05,4.75464320625611,-1.70464320625611,-50,0.0791788856304994,5,0.4,0.398,0.81
194,75.9218104,3.05,4.72727272727273,-1.67727272727273,-50,-0.0273704789833822,5,0.4,0.398,0.81
195,76.3154748,3.05,4.77859237536657,-1.72859237536657,-50,0.0513196480938403,5,0.4,0.398,0.81
196,76.7901824,3.05,4.81524926686217,-1.76524926686217,-50,0.0366568914956007,5,0.4,0.398,0.81
197,77.1567165,3.05,4.82013685239492,-1.77013685239492,-50,0.00488758553274771,5,0.4,0.398,0.81
198,77.5374242,3.05,4.81915933528837,-1.76915933528837,-50,-0.000977517106550252,5,0.4,0.398,0.81
199,77.9061602,3.05,4.76686217008798,-1.71686217008798,-50,-0.0522971652003896,5,0.4,0.398,0.81
200,78.2993085,3.05,4.70136852394917,-1.65136852394917,-50,-0.0654936461388083,5,0.4,0.398,0.81
201,78.8907624,3.05,4.69843597262952,-1.64843597262952,-50,-0.00293255131964898,5,0.4,0.398,0.81
202,79.2259955,3.05,4.70821114369501,-1.65821114369501,-50,0.00977517106549453,5,0.4,0.398,0.81
203,79.5996508,3.05,4.71603128054741,-1.66603128054741,-50,0.0078201368523958,5,0.4,0.398,0.81
204,79.9378718,3.05,4.74828934506354,-1.69828934506354,-50,0.0322580645161281,5,0.4,0.398,0.81
205,80.3279207,3.05,4.76735092864125,-1.71735092864125,-50,0.0190615835777139,5,0.4,0.398,0.81
206,80.8724955,3.05,4.74486803519062,-1.69486803519062,-50,-0.0224828934506363,5,0.4,0.398,0.81
207,81.2581004,3.05,2.98778103616813,0.0622189638318673,-49.9377810361681,-1.75708699902248,5,0.4,0.398,0.81
208,81.6268702,3.05,2.47018572825024,0.579814271749756,-49.3579667644184,-0.517595307917889,5,0.4,0.398,0.81
209,81.9727863,3.05,2.45161290322581,0.598387096774193,-48.7595796676442,-0.018572825024437,5,0.4,0.398,0.81
210,82.3408756,3.05,2.44868035190616,0.601319648093841,-48.1582600195503,-0.00293255131964854,5,0.4,0.398,0.81
211,82.96535,3.05,2.44868035190616,0.601319648093841,-47.5569403714565,0,5,0.4,0.398,0.81
212,83.3326437,3.05,2.44868035190616,0.601319648093841,-46.9556207233627,0,5,0.4,0.398,0.81
213,83.6564527,3.05,2.44916911045943,0.600830889540567,-46.3547898338221,0.000488758553274682,5,0.4,0.398,0.81
214,83.9965619,3.05,2.45112414467253,0.598875855327468,-45.7559139784946,0.00195503421309873,5,0.4,0.398,0.81
215,84.384266,3.05,2.45356793743891,0.596432062561095,-45.1594819159335,0.00244379276637341,5,0.4,0.398,0.81
216,84.9819494,3.05,2.45356793743891,0.596432062561095,-44.5630498533724,0,5,0.4,0.398,0.81
217,85.3545631,3.05,2.45356793743891,0.596432062561095,-43.9666177908113,0,5,0.4,0.398,0.81
218,85.7689904,3.05,2.45356793743891,0.596432062561095,-43.3701857282503,0,5,0.4,0.398,0.81
219,86.1005615,3.05,2.45356793743891,0.596432062561095,-42.7737536656892,0,5,0.4,0.398,0.81
220,86.4472007,3.05,2.45356793743891,0.596432062561095,-42.1773216031281,0,5,0.4,0.398,0.81
221,86.9617371,3.05,2.45356793743891,0.596432062561095,-41.580889540567,0,5,0.4,0.398,0.81
222,87.3062884,3.05,2.45356793743891,0.596432062561095,-40.9844574780059,0,5,0.4,0.398,0.81
223,87.6791006,3.05,2.45356793743891,0.596432062561095,-40.3880254154448,0,5,0.4,0.398,0.81
224,88.0500843,3.05,2.45356793743891,0.596432062561095,-39.7915933528837,0,5,0.4,0.398,0.81
