Sample,Time_s,SetPoint_V,ActualValue_V,Error_V,ErrorInt_V,ErrorDif_V,OutputVoltage_V,Kp,Ki,Kd
1,2.86e-05,2.5,3.8108504398827,-1.3108504398827,-1.3108504398827,1.3108504398827,1.3029853372434,0.994,0,0
2,0.3680072,2.5,3.14222873900293,-0.642228739002932,-1.95307917888563,-0.668621700879766,0.638375366568915,0.994,0,0
3,0.730358,2.5,3.39296187683284,-0.892961876832845,-2.84604105571848,0.250733137829912,0.887604105571848,0.994,0,0
4,1.067725,2.5,3.29130009775171,-0.79130009775171,-3.63734115347019,-0.101661779081135,0.7865522971652,0.994,0,0
5,1.4008505,2.5,3.3108504398827,-0.810850439882698,-4.44819159335288,0.0195503421309882,0.805985337243402,0.994,0,0
6,1.955409,2.5,3.32893450635386,-0.828934506353861,-5.27712609970674,0.0180840664711632,0.823960899315738,0.994,0,0
7,2.320386,2.5,3.27370478983382,-0.773704789833822,-6.05083088954057,-0.0552297165200395,0.769062561094819,0.994,0,0
8,2.6691449,2.5,3.32306940371456,-0.823069403714565,-6.87390029325513,0.0493646138807429,0.818130987292277,0.994,0,0
9,3.0060487,2.5,3.33528836754643,-0.835288367546431,-7.70918866080156,0.0122189638318666,0.830276637341153,0.994,0,0
10,3.3380013,2.5,3.29521016617791,-0.795210166177908,-8.50439882697947,-0.040078201368523,0.790438905180841,0.994,0,0
11,3.8889559,2.5,3.36021505376344,-0.86021505376344,-9.36461388074291,0.0650048875855318,0.855053763440859,0.994,0,0
12,4.2581005,2.5,3.30009775171065,-0.800097751710654,-10.1647116324536,-0.0601173020527859,0.79529716520039,0.994,0,0
13,4.6002048,2.5,3.31818181818182,-0.818181818181818,-10.9828934506354,0.0180840664711637,0.813272727272727,0.994,0,0
14,4.9486705,2.5,3.32795698924731,-0.827956989247311,-11.8108504398827,0.00977517106549319,0.822989247311827,0.994,0,0
15,5.287578,2.5,3.34897360703812,-0.848973607038123,-12.6598240469208,0.0210166177908118,0.843879765395894,0.994,0,0
16,5.7924748,2.5,3.3147605083089,-0.814760508308896,-13.4745845552297,-0.0342130987292273,0.809871945259042,0.994,0,0
17,6.1372607,2.5,3.30400782013685,-0.804007820136852,-14.2785923753666,-0.0107526881720439,0.799183773216031,0.994,0,0
18,6.4766263,2.5,3.34310850439883,-0.843108504398828,-15.1217008797654,0.0391006842619759,0.838049853372435,0.994,0,0
