Sample,Time_s,SetPoint_V,ActualValue_V,Error_V,ErrorInt_V,ErrorDif_V,OutputVoltage_V,Kp,Ki,Kd
1,1.53e-05,3.1,3.82746823069404,-0.727468230694038,-0.727468230694038,0.727468230694038,0.727468230694038,0,1,0
2,0.3652931,3.1,3.39442815249267,-0.294428152492669,-1.02189638318671,-0.433040078201369,1.02189638318671,0,1,0
3,0.6915062,3.1,3.20234604105572,-0.102346041055718,-1.12424242424243,-0.192082111436951,1.12424242424243,0,1,0
4,1.0172406,3.1,3.21016617790811,-0.110166177908113,-1.23440860215054,0.00782013685239491,1.23440860215054,0,1,0
5,1.3509339,3.1,3.18621700879765,-0.0862170087976541,-1.32062561094819,-0.023949169110459,1.32062561094819,0,1,0
6,1.8563889,3.1,3.12707722385142,-0.0270772238514181,-1.34770283479961,-0.0591397849462361,1.34770283479961,0,1,0
7,2.2172235,3.1,3.13000977517107,-0.0300097751710657,-1.37771260997068,0.00293255131964765,1.37771260997068,0,1,0
8,2.5853008,3.1,3.11876832844575,-0.0187683284457481,-1.39648093841642,-0.0112414467253177,1.39648093841642,0,1,0
9,2.9367638,3.1,3.10068426197458,-0.000684261974584821,-1.39716520039101,-0.0180840664711632,1.39716520039101,0,1,0
10,3.2590201,3.1,3.12267839687194,-0.0226783968719451,-1.41984359726295,0.0219941348973602,1.41984359726295,0,1,0
11,3.7803096,3.1,3.11681329423265,-0.0168132942326498,-1.4366568914956,-0.00586510263929529,1.4366568914956,0,1,0
12,4.1461118,3.1,3.10019550342131,-0.000195503421310139,-1.43685239491691,-0.0166177908113396,1.43685239491691,0,1,0
13,4.5121494,3.1,3.06842619745846,0.0315738025415442,-1.40527859237537,-0.0317693059628543,1.40527859237537,0,1,0
14,4.8658007,3.1,3.1603128054741,-0.060312805474096,-1.46559139784947,0.0918866080156402,1.46559139784947,0,1,0
15,5.2124106,3.1,3.14956011730205,-0.049560117302053,-1.51515151515152,-0.010752688172043,1.51515151515152,0,1,0
16,5.745208,3.1,3.08162267839687,0.0183773216031282,-1.49677419354839,-0.0679374389051812,1.49677419354839,0,1,0
